x,y,yaw,velocities
-1.6820524,-14.0065903,2.1579178459450614,3.9579801
-2.2288358,-13.1848474,1.8367743136515575,4.4805619
-2.4881734,-12.2329152,1.6374728352926509,4.7904313
-2.554061,-11.2462119,1.5110665526103992,4.9088672
-2.4945751,-10.2514795,1.4242114352857684,4.9314885
-2.3484489,-9.2617589,1.358754713295991,4.8955888
-2.1391336,-8.2894554,1.303188151987151,4.8195407
-1.8755496,-7.3281184,1.2460995698894333,4.710103
-1.5557508,-6.3780614,1.177788545176659,4.5808481
-1.1722632,-5.4530482,1.0794006378738328,4.4426473
-0.7117522,-4.5925731,0.8732372037007992,4.3171649
-0.0916694,-3.8527273,0.5638450444247416,4.2719483
0.7630811,-3.3122524,0.43381240771581114,4.1039055
1.6548464,-2.899148,0.4242114429909789,3.6627081
2.5804544,-2.4811125,0.5144771515981833,3.2108854
3.4779811,-1.9737842,0.7719280397567406,2.7986382
4.1227881,-1.3461186,2.39920407785932,2.0689653
3.4509581,-0.7297286,2.859994393739707,3.2677787
2.4659137,-0.4447695,3.013534105267846,3.4695735
1.4508184,-0.3140626,3.1340462829673106,3.3810878
0.4636076,-0.3066126,-3.0649655648547975,2.8922234
-0.5479841,-0.38428,2.3158352622415954,1.8558364
-1.1604092,0.2796873,0.6306975768156802,2.7429625
-0.4135485,0.8250328,0.4221844052282375,3.6277798
0.4849719,1.2286438,0.28832026282543,4.1388815
1.4621717,1.518466,0.137742392467296,4.4260556
2.4474669,1.6550478,3.8975187202863046e-05,4.4372339
3.453235,1.655087,-0.15796507010296412,4.3914488
4.4373333,1.4983278,-0.36740655333791405,4.3310153
5.351792,1.1463686,-0.6610105322781766,4.3317841
6.1245879,0.5453456,-0.9924292903856489,4.5472921
6.6660448,-0.284045,-1.237731990961735,4.9385365
6.9904763,-1.2218375,-1.3852293329645318,5.2056321
7.1737137,-2.1979232,-1.4698215058337385,5.3341997
7.2740384,-3.1881057,-1.5125252986558029,5.3684573
7.3320059,-4.1817706,-1.527127816276081,5.33669
7.3753758,-5.1743011,-1.5249387348168386,5.2522637
7.4208476,-6.1651931,-1.5163375913344062,5.1220453
7.4748319,-7.1555011,-1.5098670958429263,4.9502381
7.5352847,-8.1464536,-1.5096968347866788,4.7352311
7.5960056,-9.1390203,-1.5196491619014927,4.4716096
7.6469194,-10.1335895,-1.550473541272639,4.1574958
7.66713,-11.1279324,-1.6221039483978024,3.7973683
7.6160858,-12.1219251,-1.7714744668507667,3.4168072
7.4170819,-13.1002344,-2.1032166410012074,2.9740785
6.9119287,-13.9576283,-2.6903470282648345,2.7550559
6.02121,-14.3892637,2.5034051634516175,1.9753403
5.3049373,-13.8579825,2.011643125794815,3.5395425
4.8949406,-12.9890056,1.676684246739162,4.1730414
4.7874248,-11.9774297,1.5232881809028949,4.4319517
4.8348009,-10.9809595,1.4838322848602878,4.3299089
4.922031,-9.98043,1.5204186820069925,4.0308068
4.9727067,-8.9753647,1.646195452743065,3.6895882
4.8979268,-7.9854575,1.9061930106461886,3.3342713
4.5727838,-7.0526555,2.3318233605886656,3.0057308
3.9007843,-6.3470762,2.871413635228313,2.7972945
2.9778885,-6.0914794,-2.6142916664935703,2.645279
2.1486131,-6.5743641,-2.0411893151520695,3.6235338
1.7011794,-7.4543416,-1.69878058191055,4.1314115
1.5743389,-8.4399878,-1.5146812536195629,4.400292
1.6304632,-9.4391022,-1.4486778828255462,4.3525464
1.7526328,-10.4345431,-1.4718331978532504,4.0996179
1.8510398,-11.4256752,-1.5796793366205557,3.8093331
1.8422385,-12.4164507,-1.8007065767793424,3.5565114
1.615582,-13.3848667,-2.18407455066936,3.3501534
1.0513325,-14.1865742,-2.7351371393549826,3.1707675
0.1540453,-14.5727878,3.072172065734604,3.3106903
-0.8242537,-14.5047644,2.6154412910052116,3.5589641
-1.6820524,-14.0065903,2.6154412910052116,3.9579801
