9.300000,14.810000,-1.334332793,5.2683654
9.397515,14.832155,-1.322022727,5.259764063
9.495029,14.854309,-1.309712662,5.251162727
9.581467,14.925222,-1.297402596,5.24256139
9.678981,14.947377,-1.285092531,5.233960054
9.776498,14.969532,-1.272782465,5.225358717
9.874013,14.991686,-1.2604724,5.21675738
9.971527,15.013841,-1.248162334,5.208156044
10.069042,15.035996,-1.235852269,5.199554707
10.166558,15.058152,-1.223542203,5.190953371
10.264072,15.080305,-1.211232138,5.182352034
10.361587,15.102461,-1.198922072,5.173750697
10.459102,15.124616,-1.184921654,5.162041101
10.556616,15.146770,-1.168857612,5.146536869
10.643054,15.217683,-1.152793571,5.131032636
10.740568,15.239838,-1.13672953,5.115528404
10.838085,15.261993,-1.120665488,5.100024171
10.935600,15.284147,-1.104601447,5.084519938
11.033114,15.306302,-1.088537406,5.069015706
11.119552,15.377215,-1.072473364,5.053511473
11.217066,15.399370,-1.056409323,5.038007241
11.314581,15.421524,-1.040345282,5.022503008
11.401018,15.492436,-1.02428124,5.006998775
11.498533,15.514592,-1.008217199,4.991494543
11.596049,15.536746,-0.990677628,4.974930905
11.693564,15.558901,-0.972994277,4.958264035
11.780002,15.629814,-0.955310926,4.941597165
11.877516,15.651968,-0.937627575,4.924930295
11.975031,15.674124,-0.919944224,4.908263425
12.072546,15.696277,-0.902260873,4.891596555
12.158983,15.767190,-0.884577521,4.874929685
12.256498,15.789345,-0.86689417,4.858262815
12.342936,15.860257,-0.849210819,4.841595945
12.429374,15.931170,-0.831527468,4.824929075
12.515811,16.002082,-0.813844117,4.808262205
12.591171,16.121751,-0.796595001,4.794349958
12.666531,16.241421,-0.780043976,4.784866142
12.752969,16.312334,-0.763492952,4.775382325
12.850483,16.334489,-0.746941928,4.765898508
12.936922,16.405402,-0.730390903,4.756414691
13.012281,16.525072,-0.713839879,4.746930875
13.038884,16.633664,-0.697288854,4.737447058
13.114244,16.753333,-0.68073783,4.727963241
13.140847,16.861926,-0.664186806,4.718479424
13.167450,16.970518,-0.647635781,4.708995608
13.194051,17.079110,-0.631084757,4.699511791
13.220654,17.187702,-0.614533732,4.690027974
13.198500,17.285218,-0.599534267,4.686611299
13.225101,17.393810,-0.584774673,4.684132603
13.202948,17.491325,-0.570015078,4.681653907
13.229550,17.599917,-0.555255484,4.679175211
13.207394,17.697432,-0.54049589,4.676696516
13.185241,17.794947,-0.525736295,4.67421782
13.114328,17.881384,-0.510976701,4.671739124
13.092173,17.978899,-0.496217106,4.669260428
13.070018,18.076414,-0.481457512,4.666781732
13.047864,18.173929,-0.466697918,4.664303036
12.976952,18.260368,-0.451938323,4.66182434
12.954796,18.357882,-0.437622096,4.660170953
12.932641,18.455397,-0.424110261,4.660014909
12.910487,18.552912,-0.410598427,4.659858865
12.888332,18.650426,-0.397086592,4.659702821
12.817419,18.736863,-0.383574758,4.659546777
12.795264,18.834379,-0.370062924,4.659390733
12.773110,18.931894,-0.356551089,4.659234689
12.750954,19.029408,-0.343039255,4.659078645
12.728800,19.126924,-0.32952742,4.658922601
12.706645,19.224439,-0.316015586,4.658766557
12.684491,19.321954,-0.302503751,4.658610513
12.662335,19.419469,-0.288991917,4.658454469
12.640180,19.516984,-0.275060695,4.656653521
12.618026,19.614498,-0.261040271,4.654502709
12.595871,19.712013,-0.247019847,4.652351898
12.573715,19.809529,-0.232999423,4.650201087
12.551562,19.907043,-0.218978999,4.648050276
12.529406,20.004558,-0.204958575,4.645899465
12.507252,20.102073,-0.190938151,4.643748654
12.485096,20.199587,-0.176917727,4.641597843
12.462942,20.297103,-0.162897303,4.639447032
12.440787,20.394618,-0.148876879,4.63729622
12.418632,20.492133,-0.134856455,4.635145409
