x,y,yaw,velocities
-1.6022748,-13.9764548,-0.5211117273584922,3.8949446
-0.7439273,-14.4691797,0.023870817323353475,3.2782494
0.2378802,-14.4457387,0.5697457540870319,3.1685798
1.0534895,-13.9232513,1.1001250715110251,3.1359421
1.5019551,-13.0418515,1.4084017957390513,3.3707787
1.6627248,-12.060575,1.5536821020756404,3.6720397
1.6798881,-11.0578054,1.6040125402581134,3.9797264
1.6464026,-10.0500691,1.5847911043803131,4.2868397
1.6323741,-9.0477249,1.4829156276864717,4.5204785
1.7197243,-8.0563216,1.2436165890763997,4.4990019
2.0396828,-7.113539,0.7968993074482249,3.9890219
2.7266292,-6.4106067,0.1654315119861755,3.0285555
3.6664715,-6.2536931,-0.4400921092285266,2.8999864
4.5362983,-6.6632885,-1.0559770773227175,2.9646716
5.0208113,-7.519768,-1.453366058036059,3.0753745
5.138489,-8.5172645,-1.6612306127173002,3.2950564
5.047096,-9.5251092,-1.759681174161006,3.5931464
4.8602927,-10.5022995,-1.7803805917748468,3.9047982
4.646917,-11.5054392,-1.7614145806027663,4.1091067
4.4596619,-12.4758688,-1.5544804016363,3.9984913
4.4757583,-13.4623266,-0.9709886653313028,3.1553565
5.0113439,-14.2455131,0.29587319929906697,2.2299252
5.9288658,-13.9658338,0.5406764074135725,2.880627
6.7910838,-13.4482017,0.9709755402250991,2.9643784
7.3489839,-12.6324077,1.3120593494847874,3.1585688
7.6027603,-11.6735654,1.5033380698219219,3.5021007
7.6699471,-10.6791007,1.5990575968307421,3.8599309
7.6417667,-9.6822277,1.640811594792993,4.200211
7.5720136,-8.6876006,1.6560188568051657,4.5015346
7.487112,-7.6937794,1.657799401086023,4.7534248
7.4004745,-6.7004951,1.6499811700064642,4.9563788
7.3217038,-5.7078052,1.635668418262317,5.1202253
7.257053,-4.7126148,1.6241481493708803,5.2459409
7.2038292,-3.7159611,1.6297371829031786,5.3314358
7.1449936,-2.7189031,1.668264432373484,5.3644083
7.0478505,-1.7253957,1.762026567777894,5.3134585
6.8590145,-0.7499824,1.964778067733902,5.1146724
6.4794485,0.1630568,2.3432876912998344,4.6824952
5.7934516,0.8669943,2.756332374811155,4.1290151
4.8810656,1.2369897,2.9967212806125993,4.0478018
3.8988797,1.3802842,3.1139245651395306,4.2042737
2.8969231,1.4080135,-3.0783195403002046,4.377003
1.8875507,1.344062,-2.9732889280915202,4.4705179
0.9077717,1.1775867,-2.8548874849926946,4.3368906
-0.0598906,0.8922927,-2.647503001355026,3.6788543
-0.8813091,0.4498333,-0.7800708066945807,2.4243081
-0.3447257,-0.0810632,-0.032294964670274595,1.8603331
0.728994,-0.115751,-0.14816411254638578,3.0034914
1.7198634,-0.2636461,-0.20523685283688867,3.3987893
2.6991113,-0.4674941,-0.41157386897635095,3.3698863
3.6583848,-0.8862205,-1.662103407625835,2.5161596
3.5937326,-1.592326,-2.553916860032622,2.8308252
2.7686558,-2.1419878,-2.5672799563898643,3.1859693
1.8884813,-2.7115223,-2.582880091684702,3.6156959
1.0303569,-3.2479852,-2.510101713822541,4.0024068
0.2249265,-3.8370776,-2.3033906786613727,4.2921106
-0.4248483,-4.5593702,-2.0803906849171665,4.4305577
-0.9041047,-5.4169827,-1.9800170685656526,4.5626272
-1.3003984,-6.3307228,-1.9154558555959869,4.6923891
-1.6396273,-7.2756813,-1.8592621645732426,4.8108417
-1.9230381,-8.2307536,-1.8034175636353809,4.9085984
-2.1530803,-9.2017645,-1.7377886226884784,4.9770197
-2.3198165,-10.1909324,-1.6537140180985606,5.0040763
-2.4026089,-11.187132,-1.5318809722579059,4.9733155
-2.3639955,-12.1788718,-1.3333003542097668,4.8410414
-2.1312747,-13.1402724,-1.0067240974267686,4.4559397
-1.6022748,-13.9764548,-1.0067240974267686,3.8949446
