x,y,theta,velocitiess
4.856741528,-12.62960484,-1.248956393,4.265029119
4.8615067,-12.67443855,-1.234110793,4.253554042
4.866271872,-12.71927227,-1.219265193,4.242078966
4.871037043,-12.76410599,-1.204419593,4.230603889
4.875802215,-12.8089397,-1.189573993,4.219128813
4.880567387,-12.85377342,-1.174728393,4.207653736
4.885332558,-12.89860713,-1.159882793,4.19617866
4.89009773,-12.94344085,-1.145037193,4.184703583
4.894862902,-12.98827456,-1.130191593,4.173228507
4.91386545,-13.02911631,-1.107250509,4.143800014
4.933103994,-13.06989188,-1.084175236,4.114073929
4.952342539,-13.11066745,-1.061099963,4.084347845
4.971581083,-13.15144303,-1.038024691,4.05462176
4.990819627,-13.1922186,-1.014949418,4.024895676
5.010058171,-13.23299417,-0.991874145,3.995169592
5.029296715,-13.27376975,-0.968798873,3.965443507
5.048535259,-13.31454532,-0.9457236,3.935717423
5.067773803,-13.35532089,-0.922648327,3.905991338
5.087012347,-13.39609647,-0.899573055,3.876265254
5.106250891,-13.43687204,-0.876497782,3.846539169
5.125489435,-13.47764761,-0.853422509,3.816813085
5.144727979,-13.51842318,-0.830347237,3.787087001
5.163966524,-13.55919876,-0.807271964,3.757360916
5.183205068,-13.59997433,-0.784196691,3.727634832
5.202443612,-13.6407499,-0.761121419,3.697908747
5.221682156,-13.68152548,-0.738046146,3.668182663
5.2409207,-13.72230105,-0.714970873,3.638456578
5.260159244,-13.76307662,-0.691895601,3.608730494
5.279397788,-13.8038522,-0.668820328,3.57900441
5.298636332,-13.84462777,-0.645745055,3.549278325
5.329289372,-13.87604517,-0.601148589,3.486362246
5.365501596,-13.90290488,-0.54607069,3.407281694
5.40171382,-13.92976458,-0.49099279,3.328201142
5.437926044,-13.95662429,-0.43591489,3.249120591
5.474138267,-13.98348399,-0.380836991,3.170040039
5.510350491,-14.0103437,-0.325759091,3.090959487
5.546562715,-14.0372034,-0.270681191,3.011878935
5.582774939,-14.06406311,-0.215603292,2.932798384
5.618987163,-14.09092281,-0.160525392,2.853717832
5.655199387,-14.11778252,-0.105447492,2.77463728
5.691411611,-14.14464223,-0.050369593,2.695556729
5.727623835,-14.17150193,0.004708307,2.616476177
5.763836059,-14.19836164,0.059786206,2.537395625
5.800048283,-14.22522134,0.114864106,2.458315073
5.836260506,-14.25208105,0.169942006,2.379234522
5.87247273,-14.27894075,0.225019905,2.30015397
5.908684954,-14.30580046,0.280097805,2.221073418
5.944897178,-14.33266016,0.335175705,2.141992867
5.981109402,-14.35951987,0.390253604,2.062912315
6.017321626,-14.38637957,0.445331504,1.983831763
6.057426657,-14.37171339,0.47511837,2.007043567
6.097999971,-14.35205187,0.501862869,2.042560555
6.138573285,-14.33239036,0.528607368,2.078077544
6.179146599,-14.31272884,0.555351867,2.113594532
6.219719912,-14.29306733,0.582096366,2.14911152
6.260293226,-14.27340582,0.608840865,2.184628509
6.30086654,-14.2537443,0.635585364,2.220145497
6.341439854,-14.23408279,0.662329863,2.255662485
6.382013168,-14.21442127,0.689074362,2.291179474
6.422586481,-14.19475976,0.715818861,2.326696462
6.463159795,-14.17509824,0.742563361,2.36221345
6.503733109,-14.15543673,0.76930786,2.397730439
6.544306423,-14.13577522,0.796052359,2.433247427
6.584879736,-14.1161137,0.822796858,2.468764416
6.62545305,-14.09645219,0.849541357,2.504281404
6.666026364,-14.07679067,0.876285856,2.539798392
6.706599678,-14.05712916,0.903030355,2.575315381
6.747172992,-14.03746764,0.929774854,2.610832369
6.787746305,-14.01780613,0.956519353,2.646349357
6.828319619,-13.99814461,0.983263852,2.681866346
6.868892933,-13.9784831,1.010008351,2.717383334
6.909466247,-13.95882159,1.036752851,2.752900322
6.933426356,-13.92114044,1.052493867,2.76437678
6.956313038,-13.88229499,1.067523917,2.77429991
6.97919972,-13.84344955,1.082553966,2.784223039
7.002086403,-13.8046041,1.097584016,2.794146169
7.024973085,-13.76575865,1.112614066,2.804069298
7.047859767,-13.72691321,1.127644115,2.813992428
7.070746449,-13.68806776,1.142674165,2.823915557
7.093633131,-13.64922231,1.157704215,2.833838687
7.116519813,-13.61037687,1.172734264,2.843761816
7.139406495,-13.57153142,1.187764314,2.853684946
7.162293177,-13.53268597,1.202794364,2.863608075
7.18517986,-13.49384053,1.217824413,2.873531205
7.208066542,-13.45499508,1.232854463,2.883454334
7.230953224,-13.41614963,1.247884513,2.893377464
7.253839906,-13.37730419,1.262914562,2.903300593
7.276726588,-13.33845874,1.277944612,2.913223723
7.29961327,-13.29961329,1.292974662,2.923146852
7.322499952,-13.26076785,1.308004711,2.933069982
7.345386634,-13.2219224,1.323034761,2.942993111
7.368273317,-13.18307695,1.338064811,2.952916241
7.391159999,-13.14423151,1.35309486,2.962839371
7.414046681,-13.10538606,1.36812491,2.9727625
7.424877236,-13.06191229,1.375969296,2.99142097
7.433864453,-13.01773085,1.382715018,3.011415043
7.442851669,-12.97354942,1.389460741,3.031409116
7.451838885,-12.92936799,1.396206464,3.05140319
7.460826101,-12.88518656,1.402952187,3.071397263
7.469813317,-12.84100513,1.409697909,3.091391336
7.478800534,-12.7968237,1.416443632,3.111385409
7.48778775,-12.75264227,1.423189355,3.131379482
7.496774966,-12.70846083,1.429935078,3.151373555
7.505762182,-12.6642794,1.4366808,3.171367628
7.514749398,-12.62009797,1.443426523,3.191361702
7.523736614,-12.57591654,1.450172246,3.211355775
7.532723831,-12.53173511,1.456917969,3.231349848
7.541711047,-12.48755368,1.463663691,3.251343921
7.550698263,-12.44337225,1.470409414,3.271337994
7.559685479,-12.39919081,1.477155137,3.291332067
7.568672695,-12.35500938,1.48390086,3.31132614
7.577659911,-12.31082795,1.490646582,3.331320214
7.586647128,-12.26664652,1.497392305,3.351314287
7.595634344,-12.22246509,1.504138028,3.37130836
7.60462156,-12.17828366,1.510883751,3.391302433
